review_id,n_chunks,features_union,n_unique_aspects,latency_ms_total,latency_ms_avg,num_ok,num_not_ok
ELECTRONICS_000158,1,,0,819.7360038757324,819.7360038757324,0,1
ELECTRONICS_000159,1,,0,770.1327800750732,770.1327800750732,0,1
ELECTRONICS_000160,1,,0,726.5796661376953,726.5796661376953,0,1
ELECTRONICS_000161,2,,0,2659.9061489105225,1329.9530744552612,0,2
ELECTRONICS_000162,1,,0,807.1317672729492,807.1317672729492,0,1
ELECTRONICS_000163,1,,0,817.1393871307373,817.1393871307373,0,1
ELECTRONICS_000164,1,,0,775.2628326416016,775.2628326416016,0,1
ELECTRONICS_000165,1,,0,819.3917274475098,819.3917274475098,0,1
ELECTRONICS_000166,1,,0,802.0713329315186,802.0713329315186,0,1
ELECTRONICS_000167,2,,0,1613.051414489746,806.525707244873,0,2
ELECTRONICS_000168,1,,0,772.2477912902832,772.2477912902832,0,1
ELECTRONICS_000169,1,,0,789.5967960357666,789.5967960357666,0,1
ELECTRONICS_000170,1,,0,741.647481918335,741.647481918335,0,1
ELECTRONICS_000171,1,,0,610.9955310821533,610.9955310821533,0,1
ELECTRONICS_000172,1,,0,673.7194061279297,673.7194061279297,0,1
ELECTRONICS_000173,1,,0,762.462854385376,762.462854385376,0,1
ELECTRONICS_000174,1,,0,667.2344207763672,667.2344207763672,0,1
ELECTRONICS_000175,1,,0,643.6223983764648,643.6223983764648,0,1
ELECTRONICS_000176,1,,0,602.9233932495117,602.9233932495117,0,1
ELECTRONICS_000177,1,,0,609.7030639648438,609.7030639648438,0,1
ELECTRONICS_000178,1,,0,759.1903209686279,759.1903209686279,0,1
ELECTRONICS_000179,1,,0,767.751932144165,767.751932144165,0,1
ELECTRONICS_000180,1,,0,755.1536560058594,755.1536560058594,0,1
ELECTRONICS_000181,1,,0,795.9885597229004,795.9885597229004,0,1
ELECTRONICS_000182,1,,0,787.1732711791992,787.1732711791992,0,1
ELECTRONICS_000183,1,,0,784.7805023193359,784.7805023193359,0,1
ELECTRONICS_000184,1,,0,771.9407081604004,771.9407081604004,0,1
ELECTRONICS_000185,1,,0,681.8780899047852,681.8780899047852,0,1
ELECTRONICS_000186,1,,0,799.034833908081,799.034833908081,0,1
ELECTRONICS_000187,1,,0,808.9799880981445,808.9799880981445,0,1
ELECTRONICS_000188,1,,0,788.2835865020752,788.2835865020752,0,1
ELECTRONICS_000189,1,,0,876.5695095062256,876.5695095062256,0,1
ELECTRONICS_000190,1,,0,799.2169857025146,799.2169857025146,0,1
ELECTRONICS_000191,1,,0,780.0610065460205,780.0610065460205,0,1
ELECTRONICS_000192,1,,0,779.0982723236084,779.0982723236084,0,1
ELECTRONICS_000193,1,,0,801.1524677276611,801.1524677276611,0,1
ELECTRONICS_000194,1,,0,735.093355178833,735.093355178833,0,1
ELECTRONICS_000195,1,,0,770.2348232269287,770.2348232269287,0,1
ELECTRONICS_000196,1,,0,785.9680652618408,785.9680652618408,0,1
ELECTRONICS_000197,1,,0,778.160572052002,778.160572052002,0,1
ELECTRONICS_000198,1,,0,705.4808139801025,705.4808139801025,0,1
ELECTRONICS_000199,2,,0,1432.3163032531738,716.1581516265869,0,2
